timestamp [s];actual_current [A];target_current [A];timestep [us];motor_torque [N.m];encoder_paddle_pos [deg];paddle_pos_filt [deg];hall_voltage [V];enable PID;Target_Angle [deg];Kp ;Ki ;Kd ;enable Encoder_Angle;rise_time [s];overshoot_angle [deg];led_0 [0.0-1.0];led_1 [0.0-1.0];led_2 [0.0-1.0];led_3 [0.0-1.0]
811.8894;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.89045;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.8915;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.89255;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.8936;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.89465;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.8957;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.8964;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.89745;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.8985;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.89955;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.9006;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.90165;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.90235;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.9034;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.90445;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.9055;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.90655;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.9076;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.90865;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
811.90935;0.0004513873428;0;350;0;0.4559999704;0.3360000253;2.514985323;0;10;0.05000000075;0;0.0007999999798;0;0.03535000235;11.70944405;0;0;0;0
