timestamp [s];actual_current [A];target_current [A];timestep [us];motor_torque [N.m];encoder_paddle_pos [deg];hall_voltage [V];encoder_paddle_vel [deg/s];led_0 [0.0-1.0];led_1 [0.0-1.0];led_2 [0.0-1.0];led_3 [0.0-1.0]
969.4083;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.40935;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4104;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.41145;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.41215;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4132;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.41425;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4153;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.41635;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4174;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.41845;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.41915;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4202;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.42125;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4223;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.42335;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4244;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4251;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.42615;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4272;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.42825;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4293;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.43035;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4314;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4321;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.43315;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4342;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.43525;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4363;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.43735;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4384;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4391;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.44015;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4412;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.44225;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4433;-0.0004305528419;0;350;0;0.9119999409;2.520535231;0;0;0;0;0
969.44435;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4454;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4461;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.44715;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4482;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.44925;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4503;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.45135;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.45205;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4531;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.45415;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.4552;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.45625;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
969.4573;-0.0004305528419;0;350;0;0.9119999409;2.520535231;0;0;0;0;0
969.45835;-0.0004305528419;0;350;0;0.9119999409;2.519425154;0;0;0;0;0
969.45905;-0.0004305528419;0;350;0;0.9119999409;2.518315077;0;0;0;0;0
