timestamp [s];actual_current [A];target_current [A];timestep [us];motor_torque [N.m];encoder_paddle_pos [deg];hall_voltage [V];encoder_paddle_vel [deg/s];encoder_paddle_vel2 [deg/s];hall_paddle_pos [deg];hall_paddle_vel [deg/s];hall_paddle_vel2 [deg/s];led_0 [0.0-1.0];led_1 [0.0-1.0];led_2 [0.0-1.0];led_3 [0.0-1.0]
56.5509;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.77845764;0;0;0;0
56.55195;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.553;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.55405;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-273.9040527;0;0;0;0
56.55475;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.5558;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-383.4844666;0;0;0;0
56.55685;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-109.5921707;0;0;0;0
56.5579;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.77845764;0;0;0;0
56.55895;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-164.3353729;0;0;0;0
56.56;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-109.5921707;0;0;0;0
56.56105;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.56175;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-164.3353729;0;0;0;0
56.5628;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.56385;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-219.1138306;0;0;0;0
56.5649;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-54.80195999;0;0;0;0
56.56595;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.567;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.56805;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.56875;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.5698;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;109.545166;0;0;0;0
56.57085;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-109.5921707;0;0;0;0
56.5719;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-438.2746582;0;0;0;0
56.57295;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.574;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-328.7059937;0;0;0;0
56.5747;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;328.7059937;0;0;0;0
56.57575;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;164.3706207;0;0;0;0
56.5768;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;109.545166;0;0;0;0
56.57785;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;109.5686646;0;0;0;0
56.5789;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.57995;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569611;273.9041138;0;0;0;0
56.581;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.5817;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;273.9393005;0;0;0;0
56.58275;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-328.7059937;0;0;0;0
56.5838;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-219.1608429;0;0;0;0
56.58485;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-493.0648804;0;0;0;0
56.5859;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.58695;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.588;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.77845764;0;0;0;0
56.5887;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-109.5921707;0;0;0;0
56.58975;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;273.9393005;0;0;0;0
56.5908;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.59185;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;109.5920868;0;0;0;0
56.5929;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;273.9157104;0;0;0;0
56.59395;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.77845764;0;0;0;0
56.595;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;219.1138306;0;0;0;0
56.5957;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;438.2746582;0;0;0;0
56.59675;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-109.5686646;0;0;0;0
56.5978;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.77845764;0;0;0;0
56.59885;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;219.1138306;0;0;0;0
56.5999;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.60095;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-328.7059937;0;0;0;0
56.60165;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.6027;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.60375;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.6048;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-273.9040527;0;0;0;0
56.60585;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.6069;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-164.3353729;0;0;0;0
56.60795;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.60865;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;219.1138306;0;0;0;0
56.6097;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-109.5921707;0;0;0;0
56.61075;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.79021072;0;0;0;0
56.6118;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.61285;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-219.1138306;0;0;0;0
56.6139;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-219.1138306;0;0;0;0
56.61495;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;219.1138306;0;0;0;0
56.61565;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.6167;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-219.1138306;0;0;0;0
56.61775;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.6188;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;438.2746582;0;0;0;0
56.61985;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.77845764;0;0;0;0
56.6209;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.62195;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569611;273.9041138;0;0;0;0
56.62265;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.79021072;0;0;0;0
56.6237;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;383.4962158;0;0;0;0
56.62475;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;273.9393005;0;0;0;0
56.6258;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-273.9040527;0;0;0;0
56.62685;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;328.7059326;0;0;0;0
56.6279;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-109.5921707;0;0;0;0
56.62895;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;273.9393005;0;0;0;0
56.62965;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.6307;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.63175;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;438.2746582;0;0;0;0
56.6328;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.63385;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-383.4844666;0;0;0;0
56.6349;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-219.1138306;0;0;0;0
56.6356;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.77845764;0;0;0;0
56.63665;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.6377;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.79021072;0;0;0;0
56.63875;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.77845764;0;0;0;0
56.6398;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-219.1138306;0;0;0;0
56.64085;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;219.1138306;0;0;0;0
56.6419;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.6426;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.64365;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-164.358963;0;0;0;0
56.6447;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.64575;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-219.1608429;0;0;0;0
56.6468;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-219.1608429;0;0;0;0
56.64785;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-219.1138306;0;0;0;0
56.6489;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.6496;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.65065;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-273.9040527;0;0;0;0
56.6517;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;219.1608429;0;0;0;0
56.65275;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.6538;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-328.7177429;-602.6453247;0;0;0;0
56.65485;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.65555;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-109.5686646;0;0;0;0
56.6566;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.65765;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-219.1138306;0;0;0;0
56.6587;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;273.9275208;0;0;0;0
56.65975;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-328.7059937;0;0;0;0
56.6608;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;164.3706207;0;0;0;0
56.66185;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.66255;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.77845764;0;0;0;0
56.6636;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-109.5921707;0;0;0;0
56.66465;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-273.9393005;0;0;0;0
56.6657;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.66675;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.6678;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-273.9040527;0;0;0;0
56.66885;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.66955;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.6706;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-109.5686646;0;0;0;0
56.67165;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;164.3705444;0;0;0;0
56.6727;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;383.4962158;0;0;0;0
56.67375;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.6748;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-328.7059937;0;0;0;0
56.67585;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.67655;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.6776;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.67865;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.6797;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.68075;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-383.4844666;0;0;0;0
56.6818;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-383.4844666;0;0;0;0
56.6825;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.79021072;0;0;0;0
56.68355;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-109.5921707;0;0;0;0
56.6846;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.68565;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;164.3706207;0;0;0;0
56.6867;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-328.7059937;0;0;0;0
56.68775;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.6888;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;219.1608429;0;0;0;0
56.6895;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.77845764;0;0;0;0
56.69055;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;493.0648804;0;0;0;0
56.6916;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;109.545166;0;0;0;0
56.69265;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-219.1138306;0;0;0;0
56.6937;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;328.7059937;0;0;0;0
56.69475;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-273.9040527;0;0;0;0
56.6958;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.6965;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.69755;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;219.1138306;0;0;0;0
56.6986;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-164.3353729;0;0;0;0
56.69965;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;164.3589172;0;0;0;0
56.7007;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;164.3706207;0;0;0;0
56.70175;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.7028;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-219.1608429;0;0;0;0
56.7035;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;54.80187607;0;0;0;0
56.70455;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.7056;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;273.9393005;0;0;0;0
56.70665;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.77845764;0;0;0;0
56.7077;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.70875;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;383.4962158;0;0;0;0
56.70945;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.7105;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5569153;164.3353729;0;0;0;0
56.71155;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;383.4962158;0;0;0;0
56.7126;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-383.4844666;0;0;0;0
56.71365;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-164.3353729;0;0;0;0
56.7147;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;219.1373291;328.7059937;0;0;0;0
56.71575;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-328.7294922;0;0;0;0
56.71645;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.7175;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.71855;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;328.7177429;602.6452026;0;0;0;0
56.7196;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-383.4844666;0;0;0;0
56.72065;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.7217;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-219.1138306;0;0;0;0
56.72275;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5804214;-164.3706207;0;0;0;0
56.72345;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-54.79021072;0;0;0;0
56.7245;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-273.9040527;0;0;0;0
56.72555;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-109.5569153;-219.1138306;0;0;0;0
56.7266;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-383.4844666;0;0;0;0
56.72765;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.7287;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;54.77845764;0;0;0;0
56.72975;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;0;0;0;0;0
56.73045;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;219.1608429;0;0;0;0
56.7315;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;0;-109.5686646;0;0;0;0
56.73255;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;-219.1373291;-438.2746582;0;0;0;0
56.7336;-0.0002738121548;0;350;0;3.551999807;1.357253909;0;0.005449567921;0.3529396057;109.5804214;164.3705444;0;0;0;0
