timestamp [s];actual_current [A];target_current [A];timestep [us];motor_torque [N.m];encoder_paddle_pos [deg];paddle_pos_filt [deg];paddle_speed_filt [deg/s];paddle_accel_filt [deg/s^2];hall_voltage [V];enable PID;Target_Angle [deg];Kp ;Ki ;Kd ;enable Encoder_Angle;rise_time [s];overshoot_angle [deg];led_0 [0.0-1.0];led_1 [0.0-1.0];led_2 [0.0-1.0];led_3 [0.0-1.0]
69.503;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.03364944;83.0332489;-84.34068298;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.50405;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.10446167;74.61547852;-1728.412842;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.50475;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.14590073;68.85183716;-1876.484863;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5058;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.21547318;67.28787231;-1569.708618;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.50685;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.30622101;76.7141571;-555.0864258;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5079;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.36992645;69.03116608;-1826.864624;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.50895;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.4372654;66.30067444;-1414.140625;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.51;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.51086998;70.21672821;537.09021;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5107;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.5572319;68.26087952;-1803.793701;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.51175;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.59960556;51.19551086;-5699.942383;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5128;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.65997314;53.11048889;-3030.568848;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.51385;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.7145462;51.60161591;-1940.545898;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5149;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.78032112;57.09302139;-1482.290771;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.51595;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.82273102;47.28671646;-3518.208008;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.517;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.87644196;49.06871796;-2404.003174;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5177;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.90875244;47.65355682;-2101.198486;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.51875;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.95753098;48.24981308;-724.6660767;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5198;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.00796127;45.92919922;-3235.683838;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.52085;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.05429459;45.06388092;-1735.42395;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5219;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.0682354;27.90488434;-4123.557129;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.52295;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.11510849;36.94922256;-780.0001221;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.524;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.15659904;38.65778351;-932.8848877;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5247;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.17155838;31.13764381;-3488.422607;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.52575;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.19635201;28.06326675;-830.222168;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5268;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.22559357;27.36453247;-2218.615234;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.52785;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.25381088;27.55137825;-1664.124268;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5289;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.27526474;25.58545494;-740.4172363;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.52995;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.29525375;21.92724609;-1638.874268;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.531;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.31731033;20.81877136;-2660.88916;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5317;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.3347702;22.28421783;-1604.612915;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.53275;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.34902763;17.42511559;-2204.530273;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5338;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.36874962;17.92518044;-1222.342529;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.53485;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.37143898;9.618638992;-3088.627686;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5359;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.38705444;12.89284515;-1896.508789;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.53695;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.39308167;9.01477623;-2071.458252;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.53765;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.39521408;6.660163879;-2087.87793;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5387;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.40324402;6.835328102;-2388.814453;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.53975;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.40076828;2.055755615;-2112.853271;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5408;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.37722588;-7.9441185;-674.6469727;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.54185;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.38213539;-1.231371641;-833.5252686;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5429;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.38584709;2.20830512;-932.2061768;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.54395;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.37327576;-4.988725662;-2024.503296;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.54465;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.37511063;-2.65039587;-2063.802002;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5457;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.3454361;-9.080308914;1567.73291;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.54675;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.35409164;-0.1540410519;-733.083374;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5478;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.33895874;-7.340087891;-1712.408203;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.54885;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.33177376;-6.934905529;-1247.83374;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5499;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.32346153;-6.273195267;-726.7704468;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.55095;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.31497765;-9.073402405;-2095.695313;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.55165;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.30467033;-11.19765854;-1489.153687;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5527;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.2962532;-9.357584;-977.9099121;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.55375;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.29087448;-7.853601456;-640.3691406;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5548;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.28970528;-4.289566994;-540.9818726;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.55585;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.2810936;-7.36492157;-1925.027588;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5569;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.27072144;-9.487858772;-1319.634033;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.55795;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.24478722;-19.34422112;-3641.904053;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.55865;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.23956108;-15.27490807;-1445.116577;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5597;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.23314667;-10.51402569;-1075.378662;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.56075;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.21401405;-12.15793037;-1.429498672;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5618;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.20039749;-13.32091904;-1133.136597;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.56285;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.1890316;-11.78166389;-499.3734741;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5639;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.15633965;-22.48561668;-2471.588135;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5646;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.14723396;-21.19885063;-3864.495117;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.56565;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.14142036;-10.46886444;2131.592285;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5667;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.13199043;-7.477127075;746.8912964;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.56775;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.11317253;-11.57602596;-116.3417816;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5688;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.10424042;-8.774353981;362.3974609;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.56985;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.09684563;-8.90892601;-1139.325928;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5709;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.07096481;-15.46451473;280.9434814;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5716;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.0558033;-17.76000786;-786.7734375;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.57265;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.03852272;-15.71893215;146.7054138;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5737;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.01420784;-20.51386261;-2319.861328;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.57475;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;20.0044384;-14.42958164;84.87486267;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5758;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.97878647;-20.54407501;-2311.96582;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.57685;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.97328568;-13.40471554;-148.3884583;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5779;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.93180275;-27.84197617;-3561.976807;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5786;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.9343853;-16.14593124;53.76269531;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.57965;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.90882301;-19.94008255;-461.7585449;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5807;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.86133575;-34.65623474;-3549.996582;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.58175;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.84507751;-26.82798195;-2699.451416;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5828;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.83774948;-18.27593422;-451.5158997;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.58385;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.82446671;-15.05434227;233.0307922;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5849;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.81010437;-15.23670769;-917.307251;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5856;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.78863144;-21.72242165;-1652.784424;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.58665;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.7626667;-22.78071785;-265.3392029;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5877;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.74405479;-19.56947136;709.7207031;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.58875;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.71735954;-21.09925079;237.3328857;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5898;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.68229294;-28.04915428;-1664.959473;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.59085;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.65759277;-27.5628891;-2252.527832;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.59155;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.64652061;-22.87048531;211.7325745;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5926;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.63609695;-16.69094467;721.4455566;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.59365;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.59227753;-30.34153366;-2592.94043;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5947;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.55890846;-31.43849945;-810.1424561;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.59575;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.54444885;-22.05065155;-84.93444824;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5968;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.52639771;-18.12564468;841.2932129;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.59785;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.48247719;-31.07152557;-2476.159424;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.59855;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.47454453;-23.90167236;-194.1269531;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.5996;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.44529343;-26.40438461;-543.1896973;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.60065;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.41354942;-27.960989;-755.0585327;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6017;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.36312866;-40.05459595;-3719.06958;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.60275;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.34096336;-30.85168648;-683.2869873;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6038;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.31435394;-26.41353989;703.7024536;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.60485;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.29228592;-24.14686203;-56.70526123;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.60555;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.26825905;-26.67516327;1218.425537;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6066;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.23820114;-28.29049683;-994.7613525;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.60765;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.20018005;-31.32392502;1024.300537;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6087;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.17230415;-30.46030045;-1313.923706;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.60975;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.13492775;-33.60157394;-1228.470215;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6108;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.10284424;-33.56175232;-1440.901855;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.61185;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.05718994;-38.86672211;-899.2547607;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.61255;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.03738785;-34.55690002;129.6985779;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6136;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;19.01631546;-25.51327705;1191.25354;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.61465;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.98391533;-28.86404419;-904.7400513;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6157;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.95106125;-29.29688454;814.0306396;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.61675;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.91445541;-32.6791954;-1049.031494;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6178;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.87783623;-34.29154205;-1019.055908;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6185;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.85025978;-35.42884064;439.0637207;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.61955;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.80259323;-40.71957397;-814.6502686;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6206;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.77506447;-32.55008698;595.7940674;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.62165;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.73647308;-33.80184174;727.9020996;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6227;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.69713974;-36.1274147;-995.4356689;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.62375;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.65922546;-36.55044556;-905.1776123;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6248;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.60764503;-44.32474518;-1949.885986;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6255;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.58369255;-40.7894249;-703.6710815;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.62655;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.54136086;-40.70210266;-373.4480591;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6276;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.49712563;-40.5647049;59.29708862;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.62865;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.46807098;-34.40222168;-354.6724854;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6297;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.42246819;-39.05910873;153.4089355;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.63075;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.37490463;-42.57570648;-1126.746948;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6318;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.33936882;-38.65169907;-1184.690918;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6325;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.30572128;-42.67605209;-1300.50293;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.63355;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.255476;-45.39797211;-541.3238525;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6346;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.20747948;-44.59995651;87.47918701;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.63565;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.16545486;-41.35325241;381.7010498;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6367;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.11820984;-43.51196289;-929.211731;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.63775;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.08459473;-36.79845428;788.6348877;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6388;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;18.03505707;-42.26825333;-395.5321655;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6395;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;17.99954033;-45.28070831;-415.9203491;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.64055;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;17.94991302;-46.15565109;294.6835938;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6416;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;17.89905739;-48.35363007;-822.9351807;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.64265;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;17.83959007;-51.32896423;430.5679932;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
69.6437;0.01804474741;0.01771797054;350;-0.0009532268159;-0.04800000042;17.80958939;-39.96704102;38.33825684;2.493895054;0;0;0;0;0;0;0;0;0;0;0;0
