timestamp [s];actual_current [A];target_current [A];timestep [us];motor_torque [N.m];encoder_paddle_pos [deg];paddle_pos_filt [deg];hall_voltage [V];enable PID;Target_Angle [deg];Kp ;Ki ;Kd ;enable Encoder_Angle;rise_time [s];overshoot_angle [deg];led_0 [0.0-1.0];led_1 [0.0-1.0];led_2 [0.0-1.0];led_3 [0.0-1.0]
468.2552;0.0004513873428;0;350;0;0.4559999704;0.1799355149;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.25625;0.0004513873428;0;350;0;0.4559999704;0.1887492537;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.25695;0.0004513873428;0;350;0;0.4559999704;0.1991733313;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.258;0.0004513873428;0;350;0;0.4559999704;0.2027845383;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.25905;0.0004513873428;0;350;0;0.4559999704;0.1964454204;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.2601;0.0004513873428;0;350;0;0.4559999704;0.1983369589;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.26115;0.0004513873428;0;350;0;0.4559999704;0.1961051375;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.2622;0.0004513873428;0;350;0;0.4559999704;0.1856080741;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.2629;0.0004513873428;0;350;0;0.4559999704;0.190979436;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.26395;0.0004513873428;0;350;0;0.4559999704;0.203795597;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.265;0.0004513873428;0;350;0;0.4559999704;0.2049787939;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.26605;0.0004513873428;0;350;0;0.4559999704;0.2135972083;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.2671;0.0004513873428;0;350;0;0.4559999704;0.18233639;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.26815;0.0004513873428;0;350;0;0.4559999704;0.1853568405;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.2692;0.0004513873428;0;350;0;0.4559999704;0.1867906749;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.2699;0.0004513873428;0;350;0;0.4559999704;0.1899280548;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.27095;0.0004513873428;0;350;0;0.4559999704;0.1903422624;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
468.272;0.0004513873428;0;350;0;0.4559999704;0.1699148118;2.514985323;0;10;0.05000000075;0;0.0003000000142;0;0.03535000235;11.70944405;0;0;0;0
