timestamp [s];actual_current [A];target_current [A];timestep [us];motor_torque [N.m];encoder_paddle_pos [deg];hall_voltage [V];encoder_paddle_vel [deg/s];led_0 [0.0-1.0];led_1 [0.0-1.0];led_2 [0.0-1.0];led_3 [0.0-1.0]
92.8816;0.000783201016;0;350;0.0007999999798;2.124000072;1.499334097;34.28595352;0;0;0;0
92.88265;0.000783201016;0;350;0.0007999999798;2.124000072;1.502664089;34.28595352;0;0;0;0
92.88335;0.000783201016;0;350;0.0007999999798;2.124000072;1.505994081;34.28595352;0;0;0;0
92.8844;0.000783201016;0;350;0.0007999999798;2.124000072;1.509324074;34.28595352;0;0;0;0
92.88545;0.000783201016;0;350;0.0007999999798;2.124000072;1.513764143;34.28595352;0;0;0;0
92.8865;0.000783201016;0;350;0.0007999999798;2.124000072;1.518204212;34.28595352;0;0;0;0
92.88755;0.000783201016;0;350;0.0007999999798;2.124000072;1.52375412;34.28595352;0;0;0;0
92.8886;0.000783201016;0;350;0.0007999999798;2.124000072;1.524864197;34.28595352;0;0;0;0
92.88965;0.000783201016;0;350;0.0007999999798;2.124000072;1.531524181;34.28595352;0;0;0;0
92.89035;0.000783201016;0;350;0.0007999999798;2.124000072;1.534854174;34.28595352;0;0;0;0
92.8914;0.000783201016;0;350;0.0007999999798;2.124000072;1.535964131;34.28595352;0;0;0;0
92.89245;0.000783201016;0;350;0.0007999999798;2.124000072;1.541514158;34.28595352;0;0;0;0
92.8935;0.000783201016;0;350;0.0007999999798;2.124000072;1.544844151;34.28595352;0;0;0;0
92.89455;0.000783201016;0;350;0.0007999999798;2.124000072;1.54928422;34.28595352;0;0;0;0
92.8956;0.000783201016;0;350;0.0007999999798;2.124000072;1.554834127;34.28595352;0;0;0;0
92.89665;0.000783201016;0;350;0.0007999999798;2.124000072;1.557054043;34.28595352;0;0;0;0
92.89735;0.000783201016;0;350;0.0007999999798;2.124000072;1.561494112;34.28595352;0;0;0;0
92.8984;0.000783201016;0;350;0.0007999999798;2.124000072;1.565934181;34.28595352;0;0;0;0
92.89945;0.000783201016;0;350;0.0007999999798;2.124000072;1.569264174;34.28595352;0;0;0;0
92.9005;0.000783201016;0;350;0.0007999999798;2.124000072;1.574814081;34.28595352;0;0;0;0
92.90155;0.000783201016;0;350;0.0007999999798;2.124000072;1.580364227;34.28595352;0;0;0;0
92.9026;0.000783201016;0;350;0.0007999999798;2.124000072;1.584804177;34.28595352;0;0;0;0
92.9033;0.000783201016;0;350;0.0007999999798;2.124000072;1.58813405;34.28595352;0;0;0;0
92.90435;0.000783201016;0;350;0.0007999999798;2.124000072;1.593684196;34.28595352;0;0;0;0
92.9054;0.000783201016;0;350;0.0007999999798;2.124000072;1.597014189;34.28595352;0;0;0;0
92.90645;0.000783201016;0;350;0.0007999999798;2.124000072;1.601454139;34.28595352;0;0;0;0
92.9075;0.000783201016;0;350;0.0007999999798;2.124000072;1.607004166;34.28595352;0;0;0;0
